"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","adsb_out6211-To-adsb_satrcvr2 - Flux Density (dBW/m^2)","adsb_out6211-To-adsb_satrcvr2 - g/T (dB/K)","adsb_out6211-To-adsb_satrcvr2 - C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
3 Dec 2013 06:08:32.583,23.979,1.090017,-140.426,-118.222170,-109.798489,-21.625735,8000.000,-90.6566,-81.6257,4.999532e-001
3 Dec 2013 06:09:32.000,23.979,1.090016,-139.737,-117.532847,-110.249052,-21.386975,8000.000,-90.4179,-81.3870,4.999519e-001
3 Dec 2013 06:10:32.000,23.979,1.090015,-139.041,-116.837066,-110.073977,-20.516118,8000.000,-89.5470,-80.5161,4.999468e-001
3 Dec 2013 06:11:32.000,23.979,1.090013,-138.372,-116.168139,-109.308630,-19.081845,8000.000,-88.1127,-79.0818,4.999373e-001
3 Dec 2013 06:12:32.000,23.979,1.090010,-137.769,-115.565191,-108.115798,-17.286065,8000.000,-86.3170,-77.2861,4.999229e-001
3 Dec 2013 06:13:32.000,23.979,1.090007,-137.283,-115.079189,-106.805677,-15.489941,8000.000,-84.5208,-75.4899,4.999052e-001
3 Dec 2013 06:14:32.000,23.979,1.090004,-136.970,-114.765531,-105.794068,-14.164675,8000.000,-83.1956,-74.1647,4.998895e-001
3 Dec 2013 06:15:32.000,23.979,1.090000,-136.873,-114.668500,-105.454439,-13.728014,8000.000,-82.7589,-73.7280,4.998838e-001
3 Dec 2013 06:16:32.000,23.979,1.089996,-137.008,-114.803708,-105.923500,-14.332284,8000.000,-83.3632,-74.3323,4.998917e-001
3 Dec 2013 06:17:32.000,23.979,1.089992,-137.355,-115.150900,-107.017333,-15.773309,8000.000,-84.8042,-75.7733,4.999082e-001
3 Dec 2013 06:18:32.000,23.979,1.089989,-137.867,-115.663196,-108.340387,-17.608660,8000.000,-86.6396,-77.6087,4.999257e-001
