"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","adsb_out6212-To-adsb_satrcvr2 - Flux Density (dBW/m^2)","adsb_out6212-To-adsb_satrcvr2 - g/T (dB/K)","adsb_out6212-To-adsb_satrcvr2 - C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
3 Dec 2013 04:02:52.854,23.979,1.090004,-139.922,-117.717960,-115.639951,-26.962987,8000.000,-95.9939,-86.9630,4.999747e-001
3 Dec 2013 04:03:52.000,23.979,1.090002,-139.808,-117.604191,-115.774846,-26.984112,8000.000,-96.0150,-86.9841,4.999748e-001
3 Dec 2013 04:04:52.000,23.979,1.089999,-139.789,-117.584372,-115.797300,-26.986747,8000.000,-96.0176,-86.9867,4.999748e-001
3 Dec 2013 04:05:52.000,23.979,1.089997,-139.867,-117.662554,-115.709467,-26.977097,8000.000,-96.0080,-86.9771,4.999747e-001
3 Dec 2013 04:06:10.668,23.979,1.089996,-139.910,-117.706254,-115.656872,-26.968201,8000.000,-95.9991,-86.9682,4.999747e-001
3 Dec 2013 05:43:54.793,23.979,1.090022,-139.902,-117.697310,-115.765795,-27.068181,8000.000,-96.0991,-87.0682,4.999750e-001
3 Dec 2013 05:44:54.000,23.979,1.090022,-138.936,-116.731740,-116.380067,-26.716883,8000.000,-95.7478,-86.7169,4.999740e-001
3 Dec 2013 05:45:54.000,23.979,1.090022,-137.843,-115.638778,-115.677619,-24.921473,8000.000,-93.9524,-84.9215,4.999680e-001
3 Dec 2013 05:46:54.000,23.979,1.090021,-136.614,-114.409732,-113.108597,-21.123405,8000.000,-90.1543,-81.1234,4.999504e-001
3 Dec 2013 05:47:54.000,23.979,1.090020,-135.228,-113.023924,-107.926677,-14.555676,8000.000,-83.5866,-74.5557,4.998944e-001
3 Dec 2013 05:48:54.000,23.979,1.090019,-133.678,-111.473301,-99.193535,-4.271913,8000.000,-73.3028,-64.2719,4.996550e-001
3 Dec 2013 05:49:54.000,23.979,1.090016,-132.007,-109.802622,-86.196882,10.395420,8000.000,-58.6355,-49.6046,4.981328e-001
3 Dec 2013 05:50:54.000,23.979,1.090011,-130.420,-108.216269,-70.260734,27.917921,8000.000,-41.1130,-32.0821,4.859644e-001
3 Dec 2013 05:51:54.000,23.979,1.090003,-129.430,-107.226013,-58.460553,40.708358,8000.000,-28.3225,-19.2916,4.390264e-001
3 Dec 2013 05:52:54.000,23.979,1.089994,-129.613,-107.408675,-60.748326,38.237924,8000.000,-30.7930,-21.7621,4.540424e-001
3 Dec 2013 05:53:54.000,23.979,1.089987,-130.845,-108.641283,-74.886067,22.867574,8000.000,-46.1633,-37.1324,4.921517e-001
3 Dec 2013 05:54:54.000,23.979,1.089983,-132.497,-110.292549,-90.405510,5.696865,8000.000,-63.3340,-54.3031,4.989129e-001
3 Dec 2013 05:55:54.000,23.979,1.089980,-134.148,-111.944114,-102.180768,-7.729957,8000.000,-76.7609,-67.7300,4.997683e-001
3 Dec 2013 05:56:54.000,23.979,1.089979,-135.657,-113.453026,-109.794978,-16.853080,8000.000,-85.8840,-76.8531,4.999189e-001
3 Dec 2013 05:57:54.000,23.979,1.089978,-137.001,-114.796603,-114.123525,-22.525203,8000.000,-91.5561,-82.5252,4.999578e-001
3 Dec 2013 05:58:54.000,23.979,1.089978,-138.193,-115.988798,-116.066466,-25.660340,8000.000,-94.6912,-85.6603,4.999706e-001
3 Dec 2013 05:59:54.000,23.979,1.089978,-139.255,-117.051023,-116.307509,-26.963608,8000.000,-95.9945,-86.9636,4.999747e-001
3 Dec 2013 06:00:31.602,23.979,1.089978,-139.864,-117.659636,-115.813941,-27.078654,8000.000,-96.1096,-87.0787,4.999750e-001
3 Dec 2013 07:32:04.169,23.979,1.090015,-139.875,-117.670497,-115.839172,-27.114744,8000.000,-96.1456,-87.1147,4.999751e-001
3 Dec 2013 07:33:04.000,23.979,1.090014,-139.234,-117.029413,-116.357410,-26.991899,8000.000,-96.0228,-86.9919,4.999748e-001
3 Dec 2013 07:34:04.000,23.979,1.090012,-138.623,-116.418948,-116.376311,-26.400334,8000.000,-95.4312,-86.4003,4.999730e-001
3 Dec 2013 07:35:04.000,23.979,1.090010,-138.079,-115.874568,-116.002669,-25.482313,8000.000,-94.5132,-85.4823,4.999700e-001
3 Dec 2013 07:36:04.000,23.979,1.090007,-137.642,-115.437759,-115.436166,-24.479001,8000.000,-93.5099,-84.4790,4.999663e-001
